epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,12.633238,12.633238,0.000000,9.459122,9.459122,0.000000,364.026241
2,12.195547,12.195547,0.000000,9.239395,9.239395,0.000000,367.651265
3,11.943548,11.943548,0.000000,9.025159,9.025159,0.000000,365.706119
4,11.696915,11.696915,0.000000,8.815126,8.815126,0.000000,368.281800
5,11.455386,11.455386,0.000000,8.609826,8.609826,0.000000,367.850386
6,11.218957,11.218957,0.000000,8.409203,8.409203,0.000000,363.348974
7,10.987468,10.987468,0.000000,8.213495,8.213495,0.000000,368.608260
8,10.760858,10.760858,0.000000,8.021998,8.021998,0.000000,362.452578
9,10.539032,10.539032,0.000000,7.835016,7.835016,0.000000,372.382147
10,10.321860,10.321860,0.000000,7.651915,7.651915,0.000000,370.459132
11,10.109275,10.109275,0.000000,7.473843,7.473843,0.000000,368.408617
12,9.901109,9.901109,0.000000,7.298895,7.298895,0.000000,368.544876
13,9.697337,9.697337,0.000000,7.128511,7.128511,0.000000,373.996354
14,9.497816,9.497816,0.000000,6.961744,6.961744,0.000000,371.658462
15,9.302492,9.302492,0.000000,6.798652,6.798652,0.000000,363.914261
