epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.008146,0.000000,8.008147,5.544556,0.000000,5.544557,331.676869
2,5.571037,0.000000,5.571037,3.785085,0.000000,3.785088,324.076249
3,3.917453,0.000000,3.917455,2.629660,0.000000,2.629664,339.459975
4,2.798199,0.000000,2.798203,1.875505,0.000000,1.875512,338.081086
5,2.040457,0.000000,2.040462,1.388207,0.000000,1.388215,330.436450
6,1.527362,0.000000,1.527368,1.077368,0.000000,1.077378,331.657481
7,1.179850,0.000000,1.179858,0.882556,0.000000,0.882567,340.978023
8,0.944423,0.000000,0.944432,0.763484,0.000000,0.763497,323.406463
9,0.784878,0.000000,0.784888,0.693401,0.000000,0.693415,340.614696
10,0.676716,0.000000,0.676727,0.654589,0.000000,0.654605,345.253872
11,0.603355,0.000000,0.603367,0.635477,0.000000,0.635494,342.887895
12,0.552767,0.000000,0.552779,0.628276,0.000000,0.628293,340.629491
13,0.519895,0.000000,0.519908,0.628194,0.000000,0.628211,346.021638
14,0.496873,0.000000,0.496886,0.632077,0.000000,0.632096,324.261261
15,0.481210,0.000000,0.481224,0.637944,0.000000,0.637963,332.189636
16,0.470541,0.000000,0.470555,0.644577,0.000000,0.644596,334.415571
17,0.463264,0.000000,0.463278,0.651255,0.000000,0.651275,335.855729
18,0.458291,0.000000,0.458305,0.657575,0.000000,0.657595,330.569424
19,0.454886,0.000000,0.454901,0.663333,0.000000,0.663353,330.803012
20,0.452549,0.000000,0.452564,0.668447,0.000000,0.668467,346.587210
21,0.450941,0.000000,0.450956,0.672909,0.000000,0.672929,334.579797
22,0.449830,0.000000,0.449845,0.676752,0.000000,0.676772,327.068543
23,0.449060,0.000000,0.449075,0.680030,0.000000,0.680050,325.728720
24,0.448523,0.000000,0.448539,0.682805,0.000000,0.682826,340.046357
25,0.448147,0.000000,0.448162,0.685085,0.000000,0.685105,336.154218
26,0.447922,0.000000,0.447937,0.687150,0.000000,0.687171,334.613023
27,0.447719,0.000000,0.447734,0.688827,0.000000,0.688848,330.400271
28,0.447577,0.000000,0.447592,0.690211,0.000000,0.690232,335.175972
29,0.447476,0.000000,0.447492,0.691350,0.000000,0.691371,340.514229
30,0.447404,0.000000,0.447420,0.692286,0.000000,0.692307,335.855768
