epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,11.153303,11.153303,0.000000,7.646119,7.646119,0.000000,325.043174
2,9.562521,9.562521,0.000000,6.966239,6.966239,0.000000,333.826847
3,8.905671,8.905671,0.000000,6.759508,6.759508,0.000000,349.256602
4,8.669143,8.669143,0.000000,6.657084,6.657084,0.000000,330.309742
5,8.521145,8.521145,0.000000,6.557709,6.557709,0.000000,324.267833
6,8.390397,8.390397,0.000000,6.454652,6.454652,0.000000,350.120623
7,8.264507,8.264507,0.000000,6.350404,6.350404,0.000000,341.915314
8,8.141171,8.141171,0.000000,6.246483,6.246483,0.000000,339.967776
9,8.019822,8.019822,0.000000,6.143846,6.143846,0.000000,358.537944
10,7.900346,7.900346,0.000000,6.042811,6.042811,0.000000,348.493802
11,7.782719,7.782719,0.000000,5.943324,5.943324,0.000000,360.604799
12,7.666865,7.666865,0.000000,5.845447,5.845447,0.000000,361.414179
13,7.552810,7.552810,0.000000,5.749127,5.749127,0.000000,351.361266
14,7.440483,7.440483,0.000000,5.654516,5.654516,0.000000,345.936328
15,7.329889,7.329889,0.000000,5.561465,5.561465,0.000000,348.804363
