epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.458906,10.458906,0.000000,6.069570,6.069570,0.000000,368.743273
2,6.785962,6.785962,0.000000,3.663751,3.663751,0.000000,360.068084
3,4.402460,4.402460,0.000000,2.222983,2.222983,0.000000,361.346534
4,2.886689,2.886689,0.000000,1.376985,1.376985,0.000000,363.075337
5,1.922751,1.922751,0.000000,0.900060,0.900060,0.000000,353.330935
6,1.309774,1.309774,0.000000,0.640093,0.640093,0.000000,357.061712
7,0.919968,0.919968,0.000000,0.511743,0.511743,0.000000,358.821578
8,0.672988,0.672988,0.000000,0.459925,0.459925,0.000000,364.007802
9,0.515850,0.515850,0.000000,0.449977,0.449977,0.000000,368.109828
10,0.416251,0.416251,0.000000,0.462251,0.462251,0.000000,358.307208
11,0.352331,0.352331,0.000000,0.484381,0.484381,0.000000,362.069550
12,0.311794,0.311794,0.000000,0.510150,0.510150,0.000000,365.374924
13,0.286012,0.286012,0.000000,0.535865,0.535865,0.000000,357.452333
14,0.269614,0.269614,0.000000,0.559475,0.559475,0.000000,363.375738
15,0.317209,0.317209,0.000000,0.504507,0.504507,0.000000,360.604665
16,0.297230,0.297230,0.000000,0.529298,0.529298,0.000000,369.323823
17,0.278720,0.278720,0.000000,0.552834,0.552834,0.000000,363.672594
18,0.266689,0.266689,0.000000,0.574113,0.574113,0.000000,362.016889
