epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.928827,10.928827,0.000000,6.838367,6.838367,0.000000,370.512953
2,7.966694,7.966694,0.000000,4.714047,4.714047,0.000000,381.306982
3,5.641673,5.641673,0.000000,3.075016,3.075016,0.000000,368.417628
4,3.901234,3.901234,0.000000,2.002621,2.002621,0.000000,381.080631
5,2.715376,2.715376,0.000000,1.325501,1.325501,0.000000,366.912168
6,1.909740,1.909740,0.000000,0.910588,0.910588,0.000000,375.561634
7,1.363108,1.363108,0.000000,0.662794,0.662794,0.000000,371.127053
8,0.990405,0.990405,0.000000,0.524099,0.524099,0.000000,362.498925
9,0.737728,0.737728,0.000000,0.453349,0.453349,0.000000,368.408625
10,0.566076,0.566076,0.000000,0.424954,0.424954,0.000000,362.941330
11,0.449453,0.449453,0.000000,0.421908,0.421908,0.000000,362.847949
12,0.370216,0.370216,0.000000,0.433223,0.433223,0.000000,375.405343
13,0.316382,0.316382,0.000000,0.451941,0.451941,0.000000,371.310375
14,0.279805,0.279805,0.000000,0.473746,0.473746,0.000000,376.345338
15,0.254954,0.254954,0.000000,0.496047,0.496047,0.000000,378.694829
16,0.238069,0.238069,0.000000,0.517334,0.517334,0.000000,389.034848
17,0.288390,0.288390,0.000000,0.447973,0.447973,0.000000,372.325731
18,0.286685,0.286685,0.000000,0.468030,0.468030,0.000000,391.090328
19,0.260880,0.260880,0.000000,0.489356,0.489356,0.000000,371.537529
20,0.242960,0.242960,0.000000,0.509903,0.509903,0.000000,370.196443
21,0.230522,0.230522,0.000000,0.529034,0.529034,0.000000,370.891920
22,0.268174,0.268174,0.000000,0.466771,0.466771,0.000000,378.547811
23,0.263040,0.263040,0.000000,0.486634,0.486634,0.000000,373.865692
24,0.245381,0.245381,0.000000,0.506128,0.506128,0.000000,369.367538
25,0.232854,0.232854,0.000000,0.524503,0.524503,0.000000,373.959244
26,0.223967,0.223967,0.000000,0.541340,0.541340,0.000000,374.177688
27,0.253695,0.253695,0.000000,0.474899,0.474899,0.000000,367.007105
28,0.255612,0.255612,0.000000,0.493499,0.493499,0.000000,369.166052
29,0.240936,0.240936,0.000000,0.511502,0.511502,0.000000,360.500418
30,0.230297,0.230297,0.000000,0.528401,0.528401,0.000000,358.910029
