epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.484884,8.484884,0.000000,3.178166,3.178166,0.000000,300.729524
2,2.977419,2.977419,0.000000,0.987754,0.987754,0.000000,295.625881
3,1.120944,1.120944,0.000000,0.475135,0.475135,0.000000,285.595096
4,0.505962,0.505962,0.000000,0.427852,0.427852,0.000000,299.887923
5,0.302211,0.302211,0.000000,0.482684,0.482684,0.000000,291.043014
6,0.234689,0.234689,0.000000,0.541413,0.541413,0.000000,299.153923
7,0.212301,0.212301,0.000000,0.584204,0.584204,0.000000,294.213606
8,0.204873,0.204873,0.000000,0.611822,0.611822,0.000000,291.160161
9,0.202405,0.202405,0.000000,0.628696,0.628696,0.000000,295.042400
10,0.201582,0.201582,0.000000,0.638711,0.638711,0.000000,293.660412
11,0.201308,0.201308,0.000000,0.644620,0.644620,0.000000,299.236865
12,0.201215,0.201215,0.000000,0.648049,0.648049,0.000000,297.572862
13,0.201184,0.201184,0.000000,0.650035,0.650035,0.000000,285.824045
14,0.201173,0.201173,0.000000,0.651162,0.651162,0.000000,287.636646
15,0.201167,0.201167,0.000000,0.651778,0.651778,0.000000,294.984802
16,0.201163,0.201163,0.000000,0.652145,0.652145,0.000000,292.987189
17,0.201158,0.201158,0.000000,0.652326,0.652326,0.000000,353.999604
18,0.201156,0.201156,0.000000,0.652456,0.652456,0.000000,368.182077
19,0.201154,0.201154,0.000000,0.652503,0.652503,0.000000,359.602736
20,0.201152,0.201152,0.000000,0.652563,0.652563,0.000000,352.767131
21,0.201150,0.201150,0.000000,0.652579,0.652579,0.000000,372.697299
22,0.201149,0.201149,0.000000,0.652611,0.652611,0.000000,362.303248
23,0.201148,0.201148,0.000000,0.652622,0.652622,0.000000,368.861597
24,0.201145,0.201145,0.000000,0.652609,0.652609,0.000000,364.627669
25,0.201147,0.201147,0.000000,0.652635,0.652635,0.000000,361.792738
26,0.201139,0.201139,0.000000,0.652517,0.652517,0.000000,370.721789
27,0.201136,0.201136,0.000000,0.652739,0.652739,0.000000,362.674943
28,0.201146,0.201146,0.000000,0.652704,0.652704,0.000000,353.149230
29,0.201141,0.201141,0.000000,0.652676,0.652676,0.000000,358.053558
30,0.201136,0.201136,0.000000,0.652690,0.652690,0.000000,362.012236
