epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,16.071224,8.818974,7.252249,7.930295,3.713333,4.216961,183.144303
2,7.646194,3.594996,4.051198,4.533185,1.316298,3.216887,174.969639
3,4.602495,1.500056,3.102439,2.341460,0.577132,1.764328,180.779684
4,3.022032,1.207500,1.814533,1.735416,0.609998,1.125418,185.721325
5,1.920974,0.771073,1.149901,1.267291,0.436677,0.830614,209.455741
6,1.255732,0.452549,0.803183,1.144490,0.425760,0.718730,208.066276
7,0.938435,0.312305,0.626130,1.152592,0.464338,0.688254,203.297271
8,0.789348,0.250552,0.538795,1.201263,0.510106,0.691157,196.842857
9,0.716603,0.223358,0.493245,1.255008,0.549356,0.705653,217.274590
10,0.681317,0.211381,0.469936,1.301496,0.579302,0.722195,209.004411
11,0.664037,0.206105,0.457932,1.337979,0.600898,0.737081,208.757043
12,0.655476,0.203779,0.451697,1.365214,0.615988,0.749227,200.444264
13,0.651177,0.202754,0.448422,1.384966,0.626325,0.758641,210.704771
14,0.648978,0.202301,0.446677,1.399057,0.633335,0.765722,219.826185
15,0.647831,0.202102,0.445729,1.408998,0.638052,0.770946,213.484349
