epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,15.381645,8.684006,6.697638,8.367992,3.624254,4.743739,209.632108
2,8.038657,3.572578,4.466080,4.098651,1.312329,2.786323,222.728846
3,4.303194,1.532550,2.770644,2.270389,0.587686,1.682703,218.902621
4,4.772170,3.035415,1.736755,2.565650,1.461746,1.103904,213.417557
5,3.041303,1.885512,1.155791,1.624616,0.801776,0.822839,210.330232
6,1.941706,1.103619,0.838087,1.221179,0.524980,0.696199,214.051739
7,1.349128,0.684913,0.664214,1.079563,0.432820,0.646743,195.579797
8,1.029592,0.460691,0.568901,1.058702,0.424489,0.634213,180.675241
9,0.858126,0.340614,0.517512,1.084734,0.450043,0.634692,189.944043
10,0.799147,0.276307,0.522840,1.122417,0.485693,0.636724,196.324766
11,0.729480,0.241866,0.487614,1.155126,0.520858,0.634268,211.058298
12,0.730491,0.223419,0.507071,1.191472,0.551448,0.640024,209.502015
13,0.697129,0.213538,0.483591,1.226269,0.576438,0.649831,218.765329
14,0.678340,0.208245,0.470095,1.256426,0.596111,0.660315,207.723903
15,0.667712,0.205408,0.462304,1.281217,0.611253,0.669964,208.565638
