epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,16.344973,9.531191,6.813781,8.339196,4.778145,3.561050,231.715700
2,8.781192,4.951142,3.830050,4.494615,2.182362,2.312253,183.047152
3,4.796058,2.536063,2.259994,2.335850,1.038359,1.297491,203.177420
4,2.678138,1.347815,1.330323,1.450193,0.584706,0.865487,208.939824
5,1.643036,0.764481,0.878555,1.135117,0.437654,0.697463,202.587984
6,1.136699,0.478105,0.658594,1.063135,0.418466,0.644669,195.876147
7,0.888713,0.337511,0.551202,1.085124,0.446181,0.638944,205.149387
8,0.767049,0.268484,0.498565,1.135753,0.485798,0.649955,193.629499
9,0.707217,0.234592,0.472625,1.188341,0.523474,0.664867,193.008646
10,0.677694,0.217950,0.459745,1.233496,0.554749,0.678747,189.619298
11,0.663060,0.209777,0.453283,1.269145,0.579047,0.690099,188.690760
12,0.655759,0.205762,0.449997,1.296053,0.597238,0.698815,184.751948
13,0.652086,0.203790,0.448296,1.315835,0.610561,0.705274,191.240536
14,0.650216,0.202821,0.447395,1.330140,0.620182,0.709959,183.656996
15,0.649249,0.202344,0.446906,1.340371,0.627061,0.713310,184.201944
