epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.132479,3.794010,3.338468,1.125108,0.424411,0.700696,273.024273
2,0.761623,0.242694,0.518929,1.314957,0.611566,0.703390,277.684903
3,0.653974,0.202196,0.451778,1.368916,0.647620,0.721296,275.361405
4,0.650887,0.201730,0.449157,1.377690,0.651532,0.726158,272.691909
5,0.650356,0.201721,0.448635,1.378302,0.651904,0.726398,271.934488
6,0.650321,0.201720,0.448601,1.378638,0.651931,0.726707,210.793085
7,0.650115,0.201719,0.448395,1.376651,0.651919,0.724732,197.055267
8,0.650427,0.201717,0.448710,1.377985,0.651915,0.726070,201.599279
9,0.650312,0.201715,0.448598,1.378584,0.651901,0.726682,198.772396
10,0.650251,0.201712,0.448539,1.378252,0.651891,0.726361,201.909391
11,0.650181,0.201709,0.448473,1.377696,0.651887,0.725809,193.947845
12,0.650338,0.201707,0.448631,1.378670,0.651884,0.726786,188.126075
13,0.650268,0.201706,0.448562,1.379009,0.651880,0.727128,188.467306
14,0.650206,0.201704,0.448502,1.378929,0.651857,0.727073,228.037250
15,0.650268,0.201703,0.448565,1.379294,0.651859,0.727436,267.902224
16,0.650232,0.201703,0.448529,1.379395,0.651862,0.727534,269.444964
17,0.650250,0.201702,0.448547,1.379356,0.651844,0.727512,269.997856
18,0.650217,0.201701,0.448516,1.379114,0.651854,0.727260,270.494330
19,0.650258,0.201700,0.448557,1.379192,0.651854,0.727338,267.912980
20,0.650245,0.201700,0.448545,1.379419,0.651854,0.727565,255.041568
21,0.650245,0.201699,0.448546,1.379615,0.651847,0.727768,218.595550
22,0.650228,0.201698,0.448530,1.379687,0.651853,0.727834,271.464917
23,0.650231,0.201697,0.448534,1.379801,0.651854,0.727947,299.454412
24,0.650215,0.201696,0.448519,1.379816,0.651856,0.727960,263.380879
25,0.650227,0.201695,0.448531,1.379918,0.651855,0.728063,306.226472
26,0.650219,0.201694,0.448525,1.379976,0.651857,0.728119,296.957751
27,0.650216,0.201693,0.448523,1.380033,0.651868,0.728165,259.400947
28,0.650213,0.201691,0.448522,1.380070,0.651865,0.728205,302.598632
29,0.650210,0.201689,0.448521,1.380107,0.651868,0.728239,263.196870
30,0.650207,0.201688,0.448519,1.380148,0.651882,0.728266,295.738034
