epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.008185,0.000000,7.008185,3.934601,0.000000,3.934601,192.370265
2,3.972162,0.000000,3.972162,3.783663,0.000000,3.783663,194.087888
3,3.820975,0.000000,3.820975,2.359728,0.000000,2.359728,188.850060
4,2.481022,0.000000,2.481022,1.549124,0.000000,1.549124,187.358091
5,1.673129,0.000000,1.673129,1.098001,0.000000,1.098001,203.472172
6,1.185848,0.000000,1.185848,0.855031,0.000000,0.855031,198.135308
7,0.891785,0.000000,0.891785,0.730962,0.000000,0.730962,203.895364
8,0.714205,0.000000,0.714205,0.673498,0.000000,0.673498,195.903743
9,0.606873,0.000000,0.606873,0.652271,0.000000,0.652271,187.182677
10,0.541927,0.000000,0.541927,0.649865,0.000000,0.649865,185.270750
