epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,9.377620,9.377620,0.000000,4.598886,4.598886,0.000000,170.694992
2,4.727612,4.727612,0.000000,2.037312,2.037312,0.000000,173.429644
3,2.380520,2.380520,0.000000,0.959652,0.959652,0.000000,175.305959
4,1.250639,1.250639,0.000000,0.550478,0.550478,0.000000,195.743032
5,0.706737,0.706737,0.000000,0.429010,0.429010,0.000000,176.108142
6,0.444903,0.444903,0.000000,0.423051,0.423051,0.000000,184.776676
7,0.723511,0.723511,0.000000,0.623714,0.623714,0.000000,163.149455
8,0.843529,0.843529,0.000000,0.456647,0.456647,0.000000,159.532622
9,0.538726,0.538726,0.000000,0.418027,0.418027,0.000000,180.512069
10,0.378702,0.378702,0.000000,0.433314,0.433314,0.000000,167.942043
