epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,16.720875,9.412865,7.308012,8.958510,4.624799,4.333712,198.262689
2,9.008391,4.832703,4.175689,5.406780,2.141934,3.264845,180.454924
3,5.633942,2.525621,3.108321,2.790405,1.042596,1.747809,176.504469
4,4.040057,2.268381,1.771676,2.208480,1.141691,1.066789,201.861333
5,2.543508,1.433747,1.109761,1.375672,0.596832,0.778840,206.650663
6,1.578323,0.769290,0.809033,1.118673,0.435787,0.682887,197.754729
7,1.105655,0.463037,0.642618,1.065953,0.422470,0.643483,201.247858
8,0.873389,0.322440,0.550948,1.098343,0.457512,0.640830,199.882471
9,0.762013,0.257776,0.504237,1.153224,0.501542,0.651682,177.261540
10,0.708354,0.228033,0.480321,1.206511,0.540721,0.665790,179.162966
11,0.682346,0.214350,0.467995,1.250595,0.571571,0.679025,167.166692
12,0.669642,0.208055,0.461587,1.284505,0.594468,0.690037,178.977484
13,0.663373,0.205158,0.458215,1.309534,0.610893,0.698641,179.530647
14,0.660269,0.203825,0.456444,1.327773,0.622461,0.705312,184.009495
15,0.658650,0.203210,0.455440,1.340684,0.630482,0.710203,171.721233
