epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,6.899526,0.000000,6.899526,3.767442,0.000000,3.767442,168.775670
2,3.690041,0.000000,3.690041,3.030925,0.000000,3.030925,159.185264
3,2.951807,0.000000,2.951807,1.730630,0.000000,1.730630,159.982571
4,1.764291,0.000000,1.764291,1.108033,0.000000,1.108033,154.108892
5,1.139623,0.000000,1.139623,0.824531,0.000000,0.824531,183.591066
6,0.810687,0.000000,0.810687,0.707027,0.000000,0.707027,194.104072
7,0.637228,0.000000,0.637228,0.667994,0.000000,0.667994,195.236897
8,0.545579,0.000000,0.545579,0.663891,0.000000,0.663891,196.444631
9,0.497026,0.000000,0.497026,0.673597,0.000000,0.673597,190.814747
10,0.471211,0.000000,0.471211,0.687277,0.000000,0.687277,184.481935
