epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,15.243783,8.520927,6.722856,6.518952,3.197181,3.321771,359.307418
2,5.789303,2.992052,2.797252,2.428958,0.992444,1.436514,345.824900
3,2.447550,1.125807,1.321743,1.321604,0.475515,0.846089,362.322169
4,1.284232,0.507589,0.776643,1.117461,0.427054,0.690407,395.579113
5,0.876914,0.302767,0.574147,1.151639,0.481641,0.669998,400.797851
6,0.733272,0.234889,0.498383,1.224714,0.540372,0.684342,405.186198
7,0.682137,0.212384,0.469753,1.286160,0.583214,0.702946,400.649574
8,0.663392,0.204917,0.458475,1.328855,0.610876,0.717980,397.429321
9,0.656375,0.202436,0.453939,1.356510,0.627779,0.728730,399.322267
10,0.653583,0.201610,0.451973,1.373497,0.637811,0.735687,400.966416
11,0.652448,0.201334,0.451114,1.383611,0.643730,0.739881,402.509235
12,0.651981,0.201240,0.450741,1.389804,0.647170,0.742634,402.956596
13,0.651747,0.201209,0.450538,1.393469,0.649157,0.744312,399.889521
14,0.651622,0.201198,0.450424,1.395560,0.650292,0.745267,393.642956
15,0.651582,0.201194,0.450387,1.396671,0.650945,0.745726,405.623493
16,0.651535,0.201193,0.450342,1.397275,0.651356,0.745919,401.679359
17,0.651539,0.201192,0.450347,1.397831,0.651551,0.746280,402.085661
18,0.651508,0.201192,0.450316,1.397726,0.651684,0.746042,408.436413
19,0.651535,0.201192,0.450344,1.398096,0.651747,0.746349,415.869264
20,0.651519,0.201192,0.450328,1.398320,0.651781,0.746539,416.259207
21,0.651509,0.201191,0.450318,1.398440,0.651794,0.746647,404.238734
22,0.651503,0.201191,0.450313,1.398527,0.651815,0.746711,411.060909
23,0.651499,0.201190,0.450309,1.398569,0.651819,0.746750,410.873384
24,0.651496,0.201190,0.450307,1.398594,0.651820,0.746774,404.953826
25,0.651495,0.201189,0.450305,1.398610,0.651822,0.746788,414.833797
26,0.651493,0.201189,0.450304,1.398619,0.651821,0.746797,416.733780
27,0.651493,0.201189,0.450303,1.398626,0.651823,0.746803,410.438597
28,0.651492,0.201189,0.450303,1.398630,0.651823,0.746807,416.059149
29,0.651491,0.201189,0.450302,1.398628,0.651820,0.746809,406.079631
30,0.651462,0.201188,0.450274,1.398458,0.651821,0.746637,410.972364
