epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.030495,7.030495,0.000000,2.011922,2.011922,0.000000,194.358680
2,1.794788,1.794788,0.000000,0.549804,0.549804,0.000000,182.188812
3,0.882495,0.882495,0.000000,0.432262,0.432262,0.000000,185.396232
4,0.383617,0.383617,0.000000,0.457016,0.457016,0.000000,202.804240
5,0.244006,0.244006,0.000000,0.535006,0.535006,0.000000,199.742812
6,0.211496,0.211496,0.000000,0.587989,0.587989,0.000000,200.782158
7,0.203919,0.203919,0.000000,0.617122,0.617122,0.000000,197.134352
8,0.202149,0.202149,0.000000,0.632014,0.632014,0.000000,193.041331
9,0.201734,0.201734,0.000000,0.639379,0.639379,0.000000,177.076963
10,0.201636,0.201636,0.000000,0.642962,0.642962,0.000000,182.696181
