epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,16.663948,9.436073,7.227871,8.924498,4.706696,4.217802,194.173529
2,9.139542,4.938442,4.201099,5.062651,2.217638,2.845013,202.706518
3,5.297842,2.549459,2.748383,2.583682,1.032595,1.551087,209.487959
4,2.916341,1.329731,1.586610,1.551443,0.574899,0.976544,201.151930
5,3.341196,2.363855,0.977340,2.255796,1.539090,0.716706,214.548823
6,2.719237,2.026505,0.692732,1.549086,0.903616,0.645470,204.403887
7,1.832698,1.267571,0.565126,1.227514,0.594653,0.632860,198.543519
8,1.327002,0.824342,0.502660,1.103672,0.461713,0.641959,198.337701
9,1.037416,0.565487,0.471929,1.077301,0.420371,0.656931,207.773979
10,0.871014,0.414307,0.456707,1.095491,0.423965,0.671526,206.852038
11,0.775106,0.326011,0.449095,1.130961,0.447261,0.683700,194.753361
12,0.719682,0.274441,0.445241,1.170205,0.477059,0.693146,205.591091
13,0.687576,0.244320,0.443256,1.207028,0.506839,0.700189,210.055198
14,0.668939,0.226726,0.442213,1.239011,0.533695,0.705316,208.834663
15,0.658099,0.216449,0.441650,1.265600,0.556606,0.708993,204.557288
