epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,15.067094,8.438536,6.628558,6.403848,3.152585,3.251263,412.143594
2,5.708715,2.957511,2.751204,2.382786,0.981204,1.401582,416.224600
3,2.417443,1.114342,1.303101,1.296696,0.474198,0.822498,399.158458
4,1.271916,0.503774,0.768143,1.098314,0.428369,0.669945,415.366323
5,0.870927,0.301488,0.569439,1.133550,0.483448,0.650102,405.573601
6,0.729429,0.234451,0.494978,1.206718,0.542124,0.664594,404.673474
7,0.678943,0.212225,0.466718,1.267779,0.584821,0.682957,404.093603
8,0.660619,0.204850,0.455769,1.309924,0.612364,0.697561,400.211820
9,0.653808,0.202399,0.451408,1.337027,0.629189,0.707838,408.792828
10,0.651105,0.201583,0.449522,1.353173,0.639175,0.713998,412.231231
11,0.650100,0.201311,0.448788,1.363612,0.645064,0.718548,407.435330
12,0.649528,0.201219,0.448309,1.369409,0.648474,0.720935,406.415628
13,0.649381,0.201188,0.448193,1.373301,0.650454,0.722847,404.052924
14,0.649191,0.201177,0.448014,1.375112,0.651579,0.723533,418.027548
15,0.649194,0.201173,0.448021,1.375971,0.652232,0.723739,408.540485
16,0.649191,0.201172,0.448019,1.377061,0.652632,0.724430,398.955782
17,0.649161,0.201171,0.447991,1.377756,0.652833,0.724923,403.541602
18,0.649133,0.201170,0.447962,1.378170,0.652959,0.725210,407.223195
19,0.649117,0.201171,0.447946,1.378406,0.653027,0.725378,401.133630
20,0.649106,0.201170,0.447936,1.378533,0.653055,0.725478,398.976599
21,0.649100,0.201170,0.447930,1.378621,0.653083,0.725538,407.473181
22,0.649096,0.201170,0.447926,1.378665,0.653090,0.725575,404.950740
23,0.649093,0.201170,0.447923,1.378694,0.653096,0.725598,393.007011
24,0.649090,0.201169,0.447921,1.378703,0.653090,0.725613,398.417407
25,0.649076,0.201168,0.447908,1.378658,0.653088,0.725569,393.015886
26,0.649079,0.201167,0.447912,1.378631,0.653082,0.725549,398.499825
27,0.649088,0.201167,0.447921,1.378667,0.653082,0.725585,394.637206
28,0.649086,0.201167,0.447919,1.378694,0.653087,0.725607,393.179318
29,0.649055,0.201167,0.447889,1.378352,0.653090,0.725262,394.579730
30,0.649104,0.201167,0.447937,1.378497,0.653088,0.725409,391.879098
