epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,6.082256,6.082256,0.000000,1.053151,1.053151,0.000000,237.545923
2,0.856988,0.856988,0.000000,0.422735,0.422735,0.000000,239.840390
3,0.272930,0.272930,0.000000,0.534849,0.534849,0.000000,234.513176
4,0.209293,0.209293,0.000000,0.606565,0.606565,0.000000,235.944472
5,0.202320,0.202320,0.000000,0.633998,0.633998,0.000000,231.472095
6,0.201544,0.201544,0.000000,0.643426,0.643426,0.000000,235.511030
7,0.201453,0.201453,0.000000,0.646584,0.646584,0.000000,240.227882
8,0.201441,0.201441,0.000000,0.647622,0.647622,0.000000,240.352951
9,0.201435,0.201435,0.000000,0.647877,0.647877,0.000000,248.451278
10,0.201425,0.201425,0.000000,0.647942,0.647942,0.000000,233.733758
11,0.201419,0.201419,0.000000,0.647993,0.647993,0.000000,224.899199
12,0.201417,0.201417,0.000000,0.648004,0.648004,0.000000,223.231113
13,0.201415,0.201415,0.000000,0.648032,0.648032,0.000000,220.920398
14,0.201413,0.201413,0.000000,0.648035,0.648035,0.000000,230.848751
15,0.201411,0.201411,0.000000,0.648035,0.648035,0.000000,220.943303
16,0.201408,0.201408,0.000000,0.648031,0.648031,0.000000,225.494494
17,0.201404,0.201404,0.000000,0.648034,0.648034,0.000000,231.078500
18,0.201400,0.201400,0.000000,0.648043,0.648043,0.000000,228.693172
19,0.201395,0.201395,0.000000,0.648035,0.648035,0.000000,222.201460
20,0.201387,0.201387,0.000000,0.648080,0.648080,0.000000,220.979703
21,0.201379,0.201379,0.000000,0.648096,0.648096,0.000000,228.193138
22,0.201369,0.201369,0.000000,0.648129,0.648129,0.000000,218.521646
23,0.201355,0.201355,0.000000,0.648138,0.648138,0.000000,222.245259
24,0.201342,0.201342,0.000000,0.648174,0.648174,0.000000,233.299744
25,0.201324,0.201324,0.000000,0.648169,0.648169,0.000000,227.535892
26,0.201300,0.201300,0.000000,0.648234,0.648234,0.000000,223.832429
27,0.201279,0.201279,0.000000,0.648278,0.648278,0.000000,226.756602
28,0.201257,0.201257,0.000000,0.648015,0.648015,0.000000,219.917384
29,0.201238,0.201238,0.000000,0.648000,0.648000,0.000000,228.253394
30,0.201281,0.201281,0.000000,0.645532,0.645532,0.000000,217.707425
