epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.458121,10.458121,0.000000,6.067580,6.067580,0.000000,339.303823
2,6.781457,6.781457,0.000000,3.657254,3.657254,0.000000,332.571186
3,4.392622,4.392622,0.000000,2.211688,2.211688,0.000000,343.682940
4,2.871625,2.871625,0.000000,1.361508,1.361508,0.000000,343.582242
5,1.903197,1.903197,0.000000,0.881297,0.881297,0.000000,335.018231
6,1.286622,1.286622,0.000000,0.619149,0.619149,0.000000,336.641944
7,0.894042,0.894042,0.000000,0.488918,0.488918,0.000000,339.967299
8,0.644073,0.644073,0.000000,0.434859,0.434859,0.000000,337.677392
9,0.484914,0.484914,0.000000,0.423666,0.423666,0.000000,333.759084
10,0.383579,0.383579,0.000000,0.435144,0.435144,0.000000,336.058142
11,0.319057,0.319057,0.000000,0.457095,0.457095,0.000000,338.136238
12,0.277974,0.277974,0.000000,0.482838,0.482838,0.000000,337.977690
13,0.251815,0.251815,0.000000,0.508610,0.508610,0.000000,338.492027
14,0.235159,0.235159,0.000000,0.532508,0.532508,0.000000,333.857890
15,0.224553,0.224553,0.000000,0.553699,0.553699,0.000000,331.552629
16,0.217799,0.217799,0.000000,0.571948,0.571948,0.000000,334.301520
17,0.213497,0.213497,0.000000,0.587358,0.587358,0.000000,336.307919
18,0.210757,0.210757,0.000000,0.600199,0.600199,0.000000,338.220143
19,0.209010,0.209010,0.000000,0.610763,0.610763,0.000000,334.920306
20,0.207895,0.207895,0.000000,0.619415,0.619415,0.000000,333.284301
21,0.207211,0.207211,0.000000,0.626713,0.626713,0.000000,331.221980
22,0.206753,0.206753,0.000000,0.632401,0.632401,0.000000,336.703764
23,0.206466,0.206466,0.000000,0.637068,0.637068,0.000000,333.031437
24,0.206283,0.206283,0.000000,0.640811,0.640811,0.000000,332.770537
25,0.206167,0.206167,0.000000,0.643753,0.643753,0.000000,330.721856
