epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,16.158663,9.164335,6.994325,7.981060,4.158042,3.823018,177.546937
2,7.888972,4.110065,3.778907,4.823942,1.597218,3.226723,177.787009
3,5.012013,1.831630,3.180383,2.539626,0.693178,1.846448,186.933874
4,4.580767,2.441494,2.139273,2.769583,1.415310,1.354273,190.819038
5,3.195839,1.752570,1.443269,1.671398,0.717161,0.954237,164.684707
6,1.950486,0.948503,1.001983,1.238405,0.473317,0.765088,161.998120
7,1.316990,0.561444,0.755546,1.104709,0.419914,0.684795,158.404181
8,0.992879,0.375117,0.617762,1.097325,0.438587,0.658738,159.952624
9,0.826022,0.285416,0.540606,1.136501,0.478369,0.658132,153.141332
10,0.739541,0.242230,0.497311,1.187036,0.518876,0.668160,152.362997
11,0.694387,0.221436,0.472951,1.234669,0.553196,0.681473,153.382283
12,0.670617,0.211423,0.459195,1.274646,0.579997,0.694650,156.862001
13,0.657991,0.206599,0.451391,1.306323,0.600037,0.706286,154.799091
14,0.651214,0.204276,0.446938,1.330593,0.614622,0.715971,151.684599
15,0.647533,0.203156,0.444377,1.348827,0.625071,0.723756,153.352973
