epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.950294,8.950294,0.000000,4.006248,4.006248,0.000000,181.020140
2,4.011012,4.011012,0.000000,1.585722,1.585722,0.000000,187.021299
3,1.847047,1.847047,0.000000,0.713545,0.713545,0.000000,174.950443
4,2.156855,2.156855,0.000000,1.189947,1.189947,0.000000,189.374459
5,1.495489,1.495489,0.000000,0.622862,0.622862,0.000000,193.177764
6,0.811594,0.811594,0.000000,0.442977,0.442977,0.000000,177.440438
7,0.489459,0.489459,0.000000,0.418104,0.418104,0.000000,199.000352
8,0.337719,0.337719,0.000000,0.447466,0.447466,0.000000,195.608087
9,0.266241,0.266241,0.000000,0.489486,0.489486,0.000000,194.192752
10,0.232569,0.232569,0.000000,0.528626,0.528626,0.000000,191.245155
