epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,11.226081,6.139943,5.086138,2.563483,1.062049,1.501435,414.279226
2,1.989651,0.866052,1.123599,1.095309,0.416764,0.678545,435.715379
3,0.832248,0.274511,0.557737,1.192847,0.528182,0.664665,424.596495
4,0.685036,0.210099,0.474936,1.295626,0.600125,0.695501,424.121407
5,0.664835,0.203057,0.461778,1.342267,0.627679,0.714588,415.952397
6,0.660785,0.202277,0.458508,1.358836,0.637171,0.721665,421.980273
7,0.659981,0.202188,0.457793,1.364632,0.640336,0.724296,421.870758
8,0.659513,0.202177,0.457337,1.365265,0.641406,0.723859,418.650339
9,0.659749,0.202175,0.457574,1.367031,0.641732,0.725299,419.156840
10,0.659513,0.202174,0.457339,1.366857,0.641847,0.725010,412.364540
11,0.659624,0.202174,0.457450,1.367133,0.641879,0.725254,431.713113
12,0.659434,0.202174,0.457261,1.366200,0.641885,0.724315,418.187567
13,0.659646,0.202172,0.457474,1.366427,0.641883,0.724544,432.175633
14,0.659454,0.202171,0.457282,1.364383,0.641880,0.722503,417.900960
15,0.659804,0.202169,0.457635,1.366286,0.641851,0.724435,422.548626
16,0.659657,0.202167,0.457490,1.366950,0.641844,0.725106,427.926731
17,0.659591,0.202166,0.457425,1.367149,0.641846,0.725303,427.928225
18,0.659350,0.202165,0.457185,1.365508,0.641849,0.723659,419.059563
19,0.659718,0.202164,0.457553,1.366689,0.641842,0.724847,439.209592
20,0.659614,0.202164,0.457450,1.366955,0.641841,0.725114,427.586500
21,0.659611,0.202163,0.457448,1.367296,0.641843,0.725453,418.306369
22,0.659597,0.202163,0.457434,1.367390,0.641845,0.725545,428.124426
23,0.659584,0.202162,0.457422,1.367550,0.641847,0.725702,416.771493
24,0.659542,0.202162,0.457380,1.367488,0.641843,0.725645,414.644874
25,0.659580,0.202161,0.457419,1.367662,0.641847,0.725815,430.737936
26,0.659552,0.202160,0.457392,1.367631,0.641844,0.725787,413.800748
27,0.659571,0.202160,0.457412,1.367778,0.641848,0.725930,429.187900
28,0.659560,0.202159,0.457401,1.367743,0.641848,0.725895,428.187889
29,0.659565,0.202159,0.457406,1.367868,0.641851,0.726017,429.545776
30,0.659543,0.202158,0.457384,1.367795,0.641847,0.725948,409.639532
