epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,15.985937,9.075829,6.910108,7.874165,4.202362,3.671802,178.619833
2,7.593914,4.290516,3.303398,3.550088,1.773859,1.776228,179.542934
3,3.817629,2.080817,1.736812,1.810943,0.811779,0.999165,185.389607
4,2.063606,1.053006,1.010600,1.216189,0.487071,0.729117,228.601787
5,1.281187,0.584823,0.696365,1.071128,0.416235,0.654893,221.894304
6,0.934569,0.374707,0.559862,1.086675,0.436299,0.650376,212.070498
7,0.779148,0.279449,0.499699,1.146037,0.479841,0.666197,219.904982
8,0.734738,0.260589,0.474149,1.166350,0.481530,0.684820,220.820637
9,0.712012,0.249689,0.462323,1.175493,0.475110,0.700383,227.296279
10,0.697716,0.240675,0.457042,1.228787,0.516348,0.712438,228.760183
11,0.674663,0.220163,0.454500,1.271679,0.550747,0.720932,235.964771
12,0.684509,0.231260,0.453249,1.250784,0.524450,0.726333,237.712516
13,0.670334,0.217588,0.452745,1.286661,0.556449,0.730213,221.238516
14,0.661930,0.209467,0.452463,1.313923,0.581009,0.732914,233.540227
15,0.672065,0.219793,0.452272,1.271925,0.537211,0.734713,223.500857
16,0.666143,0.213976,0.452167,1.301513,0.565622,0.735891,232.065568
17,0.659958,0.207852,0.452106,1.323944,0.587275,0.736669,215.808614
18,0.663059,0.210989,0.452069,1.265660,0.528479,0.737181,220.900491
19,0.668635,0.216587,0.452047,1.295429,0.557912,0.737517,230.493248
20,0.678055,0.226022,0.452033,1.253810,0.516072,0.737738,235.627209
21,0.672974,0.220949,0.452025,1.284918,0.547035,0.737883,237.534580
22,0.663701,0.211682,0.452019,1.309763,0.571786,0.737978,218.795640
23,0.658942,0.206927,0.452015,1.328990,0.590950,0.738039,225.258842
24,0.656510,0.204497,0.452013,1.343208,0.605129,0.738079,225.267143
25,0.670664,0.218652,0.452011,1.284242,0.546138,0.738104,222.058014
26,0.664011,0.212000,0.452010,1.308340,0.570223,0.738116,222.414762
27,0.659215,0.207206,0.452009,1.327535,0.589425,0.738110,226.024312
28,0.655433,0.204703,0.450730,1.310189,0.603825,0.706363,220.873140
29,0.659088,0.203399,0.455688,1.330834,0.614552,0.716282,226.874612
30,0.656610,0.202708,0.453903,1.345879,0.622500,0.723379,212.224222
