epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.917614,0.000000,7.917614,5.151154,0.000000,5.151154,238.056545
2,4.979988,0.000000,4.979988,3.154469,0.000000,3.154469,225.785854
3,3.177851,0.000000,3.177851,2.004826,0.000000,2.004826,233.099728
4,2.093109,0.000000,2.093109,1.353011,0.000000,1.353011,230.144269
5,1.439947,0.000000,1.439947,0.991641,0.000000,0.991641,223.633163
6,1.046470,0.000000,1.046470,0.798026,0.000000,0.798026,230.012191
7,0.809289,0.000000,0.809289,0.699943,0.000000,0.699943,232.126476
8,0.666210,0.000000,0.666210,0.655193,0.000000,0.655193,245.738476
9,0.579813,0.000000,0.579813,0.639294,0.000000,0.639294,234.473790
10,0.527572,0.000000,0.527572,0.638258,0.000000,0.638258,236.692476
11,0.496108,0.000000,0.496108,0.644177,0.000000,0.644177,233.101542
12,0.476960,0.000000,0.476960,0.652930,0.000000,0.652930,225.427310
13,0.465170,0.000000,0.465170,0.662190,0.000000,0.662190,235.467421
14,0.457989,0.000000,0.457989,0.670851,0.000000,0.670851,213.496158
15,0.453577,0.000000,0.453577,0.678367,0.000000,0.678367,232.949010
16,0.450917,0.000000,0.450917,0.684813,0.000000,0.684813,261.583583
17,0.449255,0.000000,0.449255,0.689866,0.000000,0.689866,250.896945
18,0.448231,0.000000,0.448231,0.694266,0.000000,0.694266,246.204655
19,0.447548,0.000000,0.447548,0.697785,0.000000,0.697785,249.925365
20,0.447115,0.000000,0.447115,0.700579,0.000000,0.700579,232.620652
21,0.446838,0.000000,0.446838,0.702783,0.000000,0.702783,251.063958
22,0.446657,0.000000,0.446657,0.704504,0.000000,0.704504,233.492923
23,0.446537,0.000000,0.446537,0.705860,0.000000,0.705860,239.856444
24,0.446449,0.000000,0.446449,0.706866,0.000000,0.706866,251.094017
25,0.446340,0.000000,0.446340,0.707148,0.000000,0.707148,237.770355
26,0.446399,0.000000,0.446399,0.707935,0.000000,0.707935,244.478497
27,0.446363,0.000000,0.446363,0.708535,0.000000,0.708535,243.175820
28,0.446331,0.000000,0.446331,0.708970,0.000000,0.708970,254.108540
29,0.446323,0.000000,0.446323,0.709342,0.000000,0.709342,239.895632
30,0.446309,0.000000,0.446309,0.709628,0.000000,0.709628,231.739043
