epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,valid_i_rmse,valid_u_rmse,learning_rate,time
1,0.252138,0.000000,0.252138,0.013523,0.000000,0.013523,2.091162,1.137887,0.100000,0.502218
2,0.110978,0.000000,0.110978,0.008024,0.000000,0.008024,2.091655,0.876646,0.100000,0.500875
3,0.073306,0.000000,0.073306,0.006931,0.000000,0.006931,2.091682,0.814118,0.100000,0.507949
4,0.059576,0.000000,0.059576,0.005052,0.000000,0.005052,2.092220,0.695300,0.100000,0.545476
5,0.048019,0.000000,0.048019,0.004385,0.000000,0.004385,2.091557,0.646498,0.100000,0.549490
6,0.040847,0.000000,0.040847,0.003556,0.000000,0.003556,2.091834,0.582655,0.100000,0.540872
7,0.036430,0.000000,0.036430,0.003282,0.000000,0.003282,2.090358,0.559727,0.100000,0.548345
8,0.033726,0.000000,0.033726,0.002951,0.000000,0.002951,2.091517,0.530502,0.100000,0.547134
9,0.031886,0.000000,0.031886,0.002820,0.000000,0.002820,2.090792,0.518479,0.100000,0.551480
10,0.030494,0.000000,0.030494,0.002683,0.000000,0.002683,2.091602,0.506896,0.100000,0.508269
11,0.029305,0.000000,0.029305,0.002600,0.000000,0.002600,2.091146,0.499823,0.100000,0.509297
12,0.028302,0.000000,0.028302,0.002514,0.000000,0.002514,2.091208,0.491467,0.100000,0.507335
13,0.027427,0.000000,0.027427,0.002435,0.000000,0.002435,2.091915,0.483213,0.100000,0.507597
14,0.026635,0.000000,0.026635,0.002347,0.000000,0.002347,2.092264,0.474603,0.100000,0.508032
15,0.025906,0.000000,0.025906,0.002259,0.000000,0.002259,2.091510,0.466095,0.100000,0.511132
16,0.025231,0.000000,0.025231,0.002177,0.000000,0.002177,2.091290,0.456920,0.100000,0.531990
17,0.024596,0.000000,0.024596,0.002097,0.000000,0.002097,2.091650,0.447673,0.100000,0.550933
18,0.023983,0.000000,0.023983,0.002025,0.000000,0.002025,2.091319,0.440214,0.100000,0.551629
19,0.023452,0.000000,0.023452,0.001957,0.000000,0.001957,2.091339,0.432829,0.100000,0.533153
20,0.022875,0.000000,0.022875,0.001903,0.000000,0.001903,2.091550,0.426640,0.100000,0.511203
21,0.022338,0.000000,0.022338,0.001839,0.000000,0.001839,2.091626,0.420333,0.100000,0.510232
22,0.021880,0.000000,0.021880,0.001798,0.000000,0.001798,2.091450,0.415529,0.100000,0.522546
23,0.021393,0.000000,0.021393,0.001755,0.000000,0.001755,2.091655,0.410083,0.100000,0.548190
24,0.020989,0.000000,0.020989,0.001724,0.000000,0.001724,2.091824,0.405873,0.100000,0.547546
25,0.020571,0.000000,0.020571,0.001686,0.000000,0.001686,2.090774,0.401506,0.100000,0.531699
26,0.020208,0.000000,0.020208,0.001651,0.000000,0.001651,2.089942,0.399033,0.100000,0.513961
27,0.019833,0.000000,0.019833,0.001635,0.000000,0.001635,2.090475,0.394550,0.100000,0.512144
28,0.019508,0.000000,0.019508,0.001598,0.000000,0.001598,2.090740,0.391114,0.100000,0.510355
29,0.019188,0.000000,0.019188,0.001583,0.000000,0.001583,2.091295,0.389349,0.100000,0.509673
30,0.018876,0.000000,0.018876,0.001562,0.000000,0.001562,2.091346,0.386087,0.100000,0.509630
31,0.018562,0.000000,0.018562,0.001541,0.000000,0.001541,2.091586,0.383525,0.100000,0.523813
32,0.018269,0.000000,0.018269,0.001520,0.000000,0.001520,2.091661,0.382223,0.100000,0.546016
33,0.017996,0.000000,0.017996,0.001509,0.000000,0.001509,2.090843,0.379852,0.100000,0.549052
34,0.017700,0.000000,0.017700,0.001486,0.000000,0.001486,2.091340,0.376996,0.100000,0.556313
35,0.017469,0.000000,0.017469,0.001472,0.000000,0.001472,2.091437,0.376030,0.100000,0.552386
36,0.017207,0.000000,0.017207,0.001460,0.000000,0.001460,2.091277,0.373313,0.100000,0.547925
37,0.016970,0.000000,0.016970,0.001446,0.000000,0.001446,2.091814,0.371939,0.100000,0.554645
38,0.016739,0.000000,0.016739,0.001428,0.000000,0.001428,2.091704,0.370583,0.100000,0.498765
39,0.016487,0.000000,0.016487,0.001425,0.000000,0.001425,2.091237,0.368712,0.100000,0.509752
40,0.016246,0.000000,0.016246,0.001406,0.000000,0.001406,2.090991,0.367093,0.100000,0.509991
41,0.016063,0.000000,0.016063,0.001399,0.000000,0.001399,2.092078,0.366549,0.100000,0.509269
42,0.015851,0.000000,0.015851,0.001389,0.000000,0.001389,2.091370,0.365047,0.100000,0.510687
43,0.015644,0.000000,0.015644,0.001381,0.000000,0.001381,2.091680,0.364391,0.100000,0.534447
44,0.015429,0.000000,0.015429,0.001386,0.000000,0.001386,2.092059,0.362411,0.100000,0.548258
45,0.015238,0.000000,0.015238,0.001369,0.000000,0.001369,2.091669,0.361928,0.100000,0.549550
46,0.015042,0.000000,0.015042,0.001363,0.000000,0.001363,2.091087,0.360959,0.100000,0.536203
47,0.014890,0.000000,0.014890,0.001348,0.000000,0.001348,2.090996,0.359753,0.100000,0.498395
48,0.014670,0.000000,0.014670,0.001349,0.000000,0.001349,2.092018,0.359426,0.100000,0.497637
49,0.014498,0.000000,0.014498,0.001344,0.000000,0.001344,2.090517,0.358089,0.100000,0.500532
50,0.014313,0.000000,0.014313,0.001343,0.000000,0.001343,2.091356,0.358150,0.100000,0.546869
