epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,3.993774,3.993774,0.000000,3.160962,3.160962,0.000000,340.672128
2,2.014230,2.014230,0.000000,1.326596,1.326596,0.000000,321.639157
3,1.181035,1.181035,0.000000,1.679040,1.679040,0.000000,332.072073
4,0.433489,0.433489,0.000000,0.823115,0.823115,0.000000,327.361937
5,0.653734,0.653734,0.000000,1.363033,1.363033,0.000000,328.284123
6,0.998022,0.998022,0.000000,0.925229,0.925229,0.000000,319.337642
7,1.309186,1.309186,0.000000,1.103168,1.103168,0.000000,338.189304
8,1.907954,1.907954,0.000000,1.059046,1.059046,0.000000,340.984113
9,1.228020,1.228020,0.000000,3.202875,3.202875,0.000000,336.029604
10,1.766366,1.766366,0.000000,3.857931,3.857931,0.000000,321.590848
11,0.979965,0.979965,0.000000,3.950283,3.950283,0.000000,338.168041
12,1.850618,1.850618,0.000000,0.846309,0.846309,0.000000,334.837116
13,1.696736,1.696736,0.000000,1.942180,1.942180,0.000000,330.092980
14,1.563185,1.563185,0.000000,1.066610,1.066610,0.000000,328.631655
15,0.647245,0.647245,0.000000,0.730599,0.730599,0.000000,339.482349
16,0.677550,0.677550,0.000000,0.663291,0.663291,0.000000,323.516980
17,0.325117,0.325117,0.000000,0.549938,0.549938,0.000000,331.799096
18,1.410473,1.410473,0.000000,0.709584,0.709584,0.000000,326.206093
19,0.788557,0.788557,0.000000,2.373580,2.373580,0.000000,323.173004
20,0.742996,0.742996,0.000000,0.601234,0.601234,0.000000,328.744145
21,3.158413,3.158413,0.000000,3.964832,3.964832,0.000000,329.032277
22,1.705842,1.705842,0.000000,1.066009,1.066009,0.000000,326.689418
23,1.486679,1.486679,0.000000,1.043251,1.043251,0.000000,322.854929
24,4.478634,4.478634,0.000000,2.472427,2.472427,0.000000,323.606691
25,2.796687,2.796687,0.000000,3.909317,3.909317,0.000000,331.016147
26,1.018035,1.018035,0.000000,1.677554,1.677554,0.000000,327.908397
27,1.479560,1.479560,0.000000,1.398997,1.398997,0.000000,329.106052
28,0.743076,0.743076,0.000000,4.213654,4.213654,0.000000,327.542121
29,1.463162,1.463162,0.000000,0.719052,0.719052,0.000000,322.141152
30,2.428197,2.428197,0.000000,0.802382,0.802382,0.000000,330.042051
31,0.584700,0.584700,0.000000,0.805928,0.805928,0.000000,330.122693
32,0.550259,0.550259,0.000000,0.736871,0.736871,0.000000,328.490350
33,0.469790,0.469790,0.000000,0.723186,0.723186,0.000000,325.005995
34,1.609922,1.609922,0.000000,1.178951,1.178951,0.000000,326.566087
35,1.157815,1.157815,0.000000,0.787239,0.787239,0.000000,324.518795
36,1.274286,1.274286,0.000000,1.810514,1.810514,0.000000,330.733057
37,0.711954,0.711954,0.000000,0.833119,0.833119,0.000000,322.815448
38,2.294550,2.294550,0.000000,0.848853,0.848853,0.000000,322.546534
39,3.450938,3.450938,0.000000,2.156105,2.156105,0.000000,323.529906
40,1.009562,1.009562,0.000000,1.416353,1.416353,0.000000,313.358974
