epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.557030,8.557030,0.000000,3.218716,3.218716,0.000000,391.877707
2,3.007262,3.007262,0.000000,0.995169,0.995169,0.000000,399.768762
3,1.131227,1.131227,0.000000,0.471430,0.471430,0.000000,393.025644
4,0.509806,0.509806,0.000000,0.420378,0.420378,0.000000,384.962364
5,0.303944,0.303944,0.000000,0.473913,0.473913,0.000000,389.736154
6,0.235735,0.235735,0.000000,0.532182,0.532182,0.000000,389.522179
7,0.213127,0.213127,0.000000,0.574805,0.574805,0.000000,399.371602
8,0.205630,0.205630,0.000000,0.602357,0.602357,0.000000,394.582018
9,0.203141,0.203141,0.000000,0.619202,0.619202,0.000000,380.503480
10,0.202313,0.202313,0.000000,0.629213,0.629213,0.000000,382.110307
11,0.202038,0.202038,0.000000,0.635096,0.635096,0.000000,388.279718
12,0.201944,0.201944,0.000000,0.638531,0.638531,0.000000,399.082925
13,0.201913,0.201913,0.000000,0.640526,0.640526,0.000000,389.584144
14,0.201902,0.201902,0.000000,0.641638,0.641638,0.000000,390.658296
15,0.201897,0.201897,0.000000,0.642287,0.642287,0.000000,400.130418
16,0.201894,0.201894,0.000000,0.642670,0.642670,0.000000,403.107114
17,0.201891,0.201891,0.000000,0.642886,0.642886,0.000000,401.480145
18,0.201890,0.201890,0.000000,0.642987,0.642987,0.000000,406.200358
19,0.201889,0.201889,0.000000,0.643028,0.643028,0.000000,387.152632
20,0.201888,0.201888,0.000000,0.643090,0.643090,0.000000,391.630704
21,0.201888,0.201888,0.000000,0.643117,0.643117,0.000000,391.558140
22,0.201887,0.201887,0.000000,0.643133,0.643133,0.000000,401.828108
23,0.201887,0.201887,0.000000,0.643142,0.643142,0.000000,392.918044
24,0.201886,0.201886,0.000000,0.643149,0.643149,0.000000,401.427857
25,0.201886,0.201886,0.000000,0.643154,0.643154,0.000000,395.137011
26,0.201885,0.201885,0.000000,0.643160,0.643160,0.000000,395.328433
27,0.201884,0.201884,0.000000,0.643160,0.643160,0.000000,399.861054
28,0.201883,0.201883,0.000000,0.643166,0.643166,0.000000,397.157414
29,0.201882,0.201882,0.000000,0.643170,0.643170,0.000000,396.894246
30,0.201880,0.201880,0.000000,0.643166,0.643166,0.000000,397.068000
