epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,12.206818,12.206818,0.000000,9.163898,9.163898,0.000000,357.871589
2,11.805459,11.805459,0.000000,8.958485,8.958485,0.000000,356.018246
3,11.569753,11.569753,0.000000,8.757408,8.757408,0.000000,350.292286
4,11.338846,11.338846,0.000000,8.560776,8.560776,0.000000,348.981143
5,11.112559,11.112559,0.000000,8.368399,8.368399,0.000000,354.236872
6,10.890909,10.890909,0.000000,8.180112,8.180112,0.000000,346.881798
7,10.673756,10.673756,0.000000,7.996545,7.996545,0.000000,347.891964
8,10.460999,10.460999,0.000000,7.816619,7.816619,0.000000,351.978004
9,10.252574,10.252574,0.000000,7.640788,7.640788,0.000000,350.835658
10,10.048400,10.048400,0.000000,7.468802,7.468802,0.000000,351.140380
11,9.848359,9.848359,0.000000,7.300586,7.300586,0.000000,361.323681
12,9.652412,9.652412,0.000000,7.136129,7.136129,0.000000,366.908650
13,9.460399,9.460399,0.000000,6.975359,6.975359,0.000000,369.336490
14,9.272284,9.272284,0.000000,6.817922,6.817922,0.000000,373.674646
15,9.088026,9.088026,0.000000,6.664393,6.664393,0.000000,377.082344
