epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,15.329227,8.551778,6.777452,6.483114,3.213989,3.269125,239.903676
2,5.828630,3.004934,2.823696,2.386090,0.993927,1.392164,232.081515
3,2.463677,1.130503,1.333174,1.284060,0.471532,0.812528,240.971405
4,1.292231,0.509607,0.782624,1.086513,0.421039,0.665474,229.650592
5,0.882078,0.303919,0.578159,1.125884,0.474826,0.651058,241.650433
6,0.737395,0.235766,0.501629,1.202320,0.533218,0.669103,236.105594
7,0.686147,0.213177,0.472970,1.266460,0.575905,0.690554,243.440752
8,0.667087,0.205685,0.461401,1.310823,0.603491,0.707332,232.459255
9,0.659985,0.203199,0.456787,1.339182,0.620354,0.718829,231.021106
10,0.657245,0.202372,0.454873,1.356629,0.630371,0.726258,228.253181
11,0.656133,0.202097,0.454037,1.367181,0.636261,0.730920,231.543149
12,0.655630,0.202003,0.453627,1.373360,0.639704,0.733655,226.791412
13,0.655436,0.201973,0.453464,1.377171,0.641697,0.735474,233.868774
14,0.655320,0.201962,0.453358,1.379400,0.642821,0.736579,235.475866
15,0.655259,0.201958,0.453300,1.380732,0.643485,0.737247,235.212246
16,0.655223,0.201956,0.453268,1.381524,0.643873,0.737651,227.530385
17,0.655193,0.201955,0.453238,1.381835,0.644099,0.737736,225.423810
18,0.655200,0.201954,0.453245,1.381837,0.644195,0.737641,238.803891
19,0.655208,0.201955,0.453252,1.382152,0.644271,0.737881,233.553992
20,0.655197,0.201955,0.453242,1.382316,0.644293,0.738022,232.630986
21,0.655190,0.201954,0.453235,1.382430,0.644323,0.738107,237.579054
22,0.655185,0.201954,0.453231,1.382493,0.644337,0.738157,240.044980
23,0.655182,0.201953,0.453229,1.382522,0.644340,0.738182,232.218509
24,0.655179,0.201952,0.453227,1.382533,0.644327,0.738207,234.744299
25,0.655177,0.201951,0.453227,1.382550,0.644333,0.738217,238.682953
26,0.655177,0.201951,0.453226,1.382561,0.644338,0.738223,229.298506
27,0.655177,0.201951,0.453226,1.382569,0.644343,0.738226,235.383765
28,0.655176,0.201951,0.453225,1.382567,0.644339,0.738227,239.692424
29,0.655175,0.201950,0.453225,1.382579,0.644353,0.738226,228.842752
30,0.655064,0.201950,0.453113,1.381903,0.644365,0.737538,233.264716
