epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,valid_i_rmse,valid_u_rmse,learning_rate,time
1,0.001481,0.001481,0.000000,0.000186,0.000186,0.000000,0.909665,0.962952,0.500000,217.525190
2,0.001375,0.001375,0.000000,0.000184,0.000184,0.000000,0.904237,0.962952,0.500000,189.372106
3,0.001363,0.001363,0.000000,0.000183,0.000183,0.000000,0.902667,0.962952,0.500000,211.007132
4,0.001358,0.001358,0.000000,0.000183,0.000183,0.000000,0.901963,0.962952,0.500000,205.623309
5,0.001355,0.001355,0.000000,0.000183,0.000183,0.000000,0.901597,0.962952,0.500000,213.862426
6,0.001353,0.001353,0.000000,0.000182,0.000182,0.000000,0.901412,0.962952,0.500000,204.767539
7,0.001351,0.001351,0.000000,0.000182,0.000182,0.000000,0.901358,0.962952,0.500000,192.685062
8,0.001350,0.001350,0.000000,0.000182,0.000182,0.000000,0.901414,0.962952,0.500000,191.753172
9,0.001347,0.001347,0.000000,0.000183,0.000183,0.000000,0.901567,0.962952,0.500000,194.185206
10,0.001344,0.001344,0.000000,0.000183,0.000183,0.000000,0.901837,0.962952,0.500000,213.704322
11,0.001339,0.001339,0.000000,0.000183,0.000183,0.000000,0.902508,0.962952,0.500000,204.573991
12,0.001335,0.001335,0.000000,0.000183,0.000183,0.000000,0.903521,0.962952,0.500000,207.577493
13,0.001330,0.001330,0.000000,0.000184,0.000184,0.000000,0.904771,0.962952,0.500000,215.431101
14,0.001326,0.001326,0.000000,0.000184,0.000184,0.000000,0.906183,0.962952,0.500000,224.460815
15,0.001321,0.001321,0.000000,0.000185,0.000185,0.000000,0.907598,0.962952,0.500000,226.697105
16,0.001318,0.001318,0.000000,0.000185,0.000185,0.000000,0.908941,0.962952,0.500000,226.097205
17,0.001315,0.001315,0.000000,0.000186,0.000186,0.000000,0.910002,0.962952,0.500000,216.501184
18,0.001312,0.001312,0.000000,0.000186,0.000186,0.000000,0.910718,0.962952,0.500000,226.418674
19,0.001309,0.001309,0.000000,0.000186,0.000186,0.000000,0.911164,0.962952,0.500000,233.662044
20,0.001307,0.001307,0.000000,0.000187,0.000187,0.000000,0.911581,0.962952,0.500000,225.463205
21,0.001305,0.001305,0.000000,0.000187,0.000187,0.000000,0.911951,0.962952,0.500000,252.292372
