epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.312566,10.312566,0.000000,5.588262,5.588262,0.000000,263.674371
2,6.021051,6.021051,0.000000,2.983474,2.983474,0.000000,265.259161
3,3.527628,3.527628,0.000000,1.614479,1.614479,0.000000,262.550707
4,2.102673,2.102673,0.000000,0.922526,0.922526,0.000000,256.686172
5,1.288331,1.288331,0.000000,0.595430,0.595430,0.000000,266.839710
6,0.822944,0.822944,0.000000,0.460162,0.460162,0.000000,265.677385
7,0.556979,0.556979,0.000000,0.421910,0.421910,0.000000,263.672977
8,0.404981,0.404981,0.000000,0.429579,0.429579,0.000000,263.971763
9,0.318114,0.318114,0.000000,0.456275,0.456275,0.000000,260.939799
10,0.268469,0.268469,0.000000,0.488408,0.488408,0.000000,262.655958
11,0.240095,0.240095,0.000000,0.519521,0.519521,0.000000,275.164434
12,0.223878,0.223878,0.000000,0.546944,0.546944,0.000000,265.608475
13,0.214609,0.214609,0.000000,0.569902,0.569902,0.000000,271.044601
14,0.209311,0.209311,0.000000,0.588540,0.588540,0.000000,262.269478
15,0.206283,0.206283,0.000000,0.603345,0.603345,0.000000,264.064191
16,0.204551,0.204551,0.000000,0.614961,0.614961,0.000000,265.133893
17,0.203562,0.203562,0.000000,0.623978,0.623978,0.000000,266.000871
18,0.202996,0.202996,0.000000,0.630933,0.630933,0.000000,274.826067
19,0.202672,0.202672,0.000000,0.636270,0.636270,0.000000,269.949434
20,0.202487,0.202487,0.000000,0.640335,0.640335,0.000000,275.987319
21,0.202381,0.202381,0.000000,0.643451,0.643451,0.000000,266.387010
22,0.202320,0.202320,0.000000,0.645809,0.645809,0.000000,272.878581
23,0.202285,0.202285,0.000000,0.647598,0.647598,0.000000,276.342824
24,0.202262,0.202262,0.000000,0.648906,0.648906,0.000000,272.592769
25,0.202251,0.202251,0.000000,0.649956,0.649956,0.000000,265.729004
26,0.202243,0.202243,0.000000,0.650724,0.650724,0.000000,268.928349
27,0.202238,0.202238,0.000000,0.651328,0.651328,0.000000,269.247292
28,0.202236,0.202236,0.000000,0.651792,0.651792,0.000000,268.105312
29,0.202233,0.202233,0.000000,0.652122,0.652122,0.000000,290.261341
30,0.202233,0.202233,0.000000,0.652372,0.652372,0.000000,273.229777
