epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,4.466752,4.466752,0.000000,0.683803,0.683803,0.000000,335.659005
2,0.331706,0.331706,0.000000,0.643154,0.643154,0.000000,333.577235
3,0.408472,0.408472,0.000000,0.729132,0.729132,0.000000,337.104254
4,0.580868,0.580868,0.000000,0.780486,0.780486,0.000000,335.144742
5,0.513569,0.513569,0.000000,0.890266,0.890266,0.000000,339.427950
6,0.518218,0.518218,0.000000,1.078312,1.078312,0.000000,328.063171
7,0.701729,0.701729,0.000000,0.686770,0.686770,0.000000,340.641334
8,0.914776,0.914776,0.000000,0.730021,0.730021,0.000000,337.994989
9,1.237664,1.237664,0.000000,0.967297,0.967297,0.000000,332.336072
10,1.028998,1.028998,0.000000,2.100494,2.100494,0.000000,335.807164
11,1.514403,1.514403,0.000000,1.279777,1.279777,0.000000,333.812866
12,0.710481,0.710481,0.000000,2.090844,2.090844,0.000000,332.043478
13,1.007070,1.007070,0.000000,0.910103,0.910103,0.000000,330.765172
14,1.474880,1.474880,0.000000,0.859306,0.859306,0.000000,332.290635
15,0.708355,0.708355,0.000000,0.895645,0.895645,0.000000,333.635171
16,1.321378,1.321378,0.000000,1.731655,1.731655,0.000000,333.274071
17,0.943317,0.943317,0.000000,3.203364,3.203364,0.000000,329.094767
18,1.399596,1.399596,0.000000,0.695434,0.695434,0.000000,336.704099
19,0.812889,0.812889,0.000000,0.827299,0.827299,0.000000,339.214844
20,0.702005,0.702005,0.000000,0.769511,0.769511,0.000000,337.122962
21,1.009575,1.009575,0.000000,1.254649,1.254649,0.000000,334.391280
22,1.250762,1.250762,0.000000,1.235273,1.235273,0.000000,333.408504
23,1.193453,1.193453,0.000000,0.992718,0.992718,0.000000,334.346697
24,1.106993,1.106993,0.000000,0.935022,0.935022,0.000000,330.467020
25,0.921657,0.921657,0.000000,2.121697,2.121697,0.000000,335.266329
26,1.136213,1.136213,0.000000,1.321174,1.321174,0.000000,338.959621
27,1.445184,1.445184,0.000000,2.360566,2.360566,0.000000,321.468770
28,0.952868,0.952868,0.000000,1.636648,1.636648,0.000000,324.366335
29,1.015460,1.015460,0.000000,1.343588,1.343588,0.000000,322.927124
30,1.092962,1.092962,0.000000,3.536527,3.536527,0.000000,320.071123
31,0.914503,0.914503,0.000000,1.486137,1.486137,0.000000,325.084057
32,1.824231,1.824231,0.000000,1.110296,1.110296,0.000000,322.810051
33,0.986085,0.986085,0.000000,0.981995,0.981995,0.000000,322.950175
34,0.812716,0.812716,0.000000,1.830412,1.830412,0.000000,325.791425
35,1.254123,1.254123,0.000000,2.363209,2.363209,0.000000,327.085772
36,1.543024,1.543024,0.000000,2.157713,2.157713,0.000000,326.733528
37,1.255621,1.255621,0.000000,0.747865,0.747865,0.000000,327.221368
38,1.555342,1.555342,0.000000,0.974509,0.974509,0.000000,323.306639
39,1.214934,1.214934,0.000000,1.121194,1.121194,0.000000,326.661794
40,1.405961,1.405961,0.000000,2.566077,2.566077,0.000000,324.916426
