epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.000584,0.000000,7.000584,4.000193,0.000000,4.000193,183.037972
2,3.696491,0.000000,3.696491,2.939356,0.000000,2.939356,172.688654
3,2.858623,0.000000,2.858623,1.707087,0.000000,1.707087,159.505843
4,1.742295,0.000000,1.742295,1.097313,0.000000,1.097313,150.310576
5,1.143376,0.000000,1.143376,0.807785,0.000000,0.807785,156.462916
6,0.821742,0.000000,0.821742,0.679734,0.000000,0.679734,157.321483
7,0.648782,0.000000,0.648782,0.630864,0.000000,0.630864,160.307907
8,0.555601,0.000000,0.555601,0.619083,0.000000,0.619083,159.975991
9,0.505276,0.000000,0.505276,0.623286,0.000000,0.623286,156.524682
10,0.478007,0.000000,0.478007,0.633220,0.000000,0.633220,155.507542
