epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.901095,5.989200,4.911895,2.486230,1.029576,1.456654,400.983513
2,1.939736,0.844435,1.095301,1.103743,0.419161,0.684582,406.123000
3,0.827224,0.272062,0.555162,1.206867,0.531575,0.675292,399.664068
4,0.685190,0.209741,0.475450,1.310201,0.602697,0.707504,400.641678
5,0.664979,0.202925,0.462054,1.351735,0.629817,0.721918,396.428963
6,0.661820,0.202171,0.459649,1.368403,0.639193,0.729210,392.357223
7,0.660927,0.202084,0.458842,1.375402,0.642309,0.733093,398.314132
8,0.660324,0.202074,0.458250,1.375646,0.643342,0.732304,392.892748
9,0.660615,0.202072,0.458543,1.377915,0.643684,0.734231,400.785499
10,0.660452,0.202072,0.458380,1.378649,0.643788,0.734862,397.205733
11,0.660439,0.202071,0.458368,1.378509,0.643835,0.734674,396.671760
12,0.660414,0.202071,0.458343,1.378881,0.643841,0.735040,398.981310
13,0.660244,0.202071,0.458173,1.378094,0.643839,0.734255,393.555765
14,0.660447,0.202071,0.458376,1.378713,0.643845,0.734868,402.897422
15,0.660361,0.202071,0.458290,1.378696,0.643846,0.734850,399.558671
16,0.660297,0.202070,0.458226,1.378122,0.643839,0.734283,391.787156
17,0.660444,0.202070,0.458374,1.378721,0.643840,0.734881,394.014298
18,0.660385,0.202070,0.458315,1.378851,0.643840,0.735012,394.736815
19,0.660384,0.202069,0.458314,1.379005,0.643842,0.735163,396.011098
20,0.660376,0.202069,0.458308,1.379125,0.643835,0.735290,394.562813
21,0.660366,0.202068,0.458298,1.379194,0.643834,0.735360,395.492991
22,0.660343,0.202067,0.458276,1.379162,0.643838,0.735323,391.518748
23,0.660358,0.202067,0.458291,1.379210,0.643838,0.735372,398.869014
24,0.660364,0.202067,0.458297,1.379308,0.643839,0.735469,394.388742
25,0.660357,0.202067,0.458290,1.379361,0.643840,0.735521,396.280147
26,0.660355,0.202067,0.458288,1.379403,0.643839,0.735563,393.495846
27,0.660326,0.202067,0.458259,1.379303,0.643839,0.735463,388.210051
28,0.660358,0.202067,0.458291,1.379374,0.643839,0.735535,394.610329
29,0.660346,0.202067,0.458279,1.379349,0.643840,0.735509,388.114348
30,0.660356,0.202067,0.458290,1.379425,0.643840,0.735585,394.465437
